id|text
731|And you but one , can every shadow lend .
732|Describe Adonis , and the counterfeit
733|Is poorly imitated after you ;
734|On Helen 's cheek all art of beauty set ,
735|And you in Grecian tires are painted new :
736|Speak of the spring , and foison of the year ,
737|The one doth shadow of your beauty show ,
738|The other as your bounty doth appear ;
739|And you in every blessed shape we know .
740|In all external grace you have some part ,
741|But you like none , none you , for constant heart .
742|O ! how much more doth beauty beauteous seem
743|By that sweet ornament which truth doth give .
744|The rose looks fair , but fairer we it deem
745|For that sweet odour , which doth in it live .
746|The canker blooms have full as deep a dye
747|As the perfumed tincture of the roses .
748|Hang on such thorns , and play as wantonly
749|When summer 's breath their masked buds discloses :
750|But , for their virtue only is their show ,
751|They live unwoo 'd , and unrespected fade ;
752|Die to themselves . Sweet roses do not so ;
753|Of their sweet deaths , are sweetest odours made :
754|And so of you , beauteous and lovely youth ,
755|When that shall vade , by verse distills your truth .
756|Not marble , nor the gilded monuments
757|Of princes , shall outlive this powerful rhyme ;
758|But you shall shine more bright in these contents
759|Than unswept stone , besmear 'd with sluttish time .
760|When wasteful war shall statues overturn ,
761|And broils root out the work of masonry ,
762|Nor Mars his sword , nor war 's quick fire shall burn
763|The living record of your memory .
764|` Gainst death , and all-oblivious enmity
765|Shall you pace forth ; your praise shall still find room
766|Even in the eyes of all posterity
767|That wear this world out to the ending doom .
768|So , till the judgment that yourself arise ,
769|You live in this , and dwell in lovers ' eyes .
770|Sweet love , renew thy force ; be it not said
771|Thy edge should blunter be than appetite ,
772|Which but to-day by feeding is allay 'd ,
773|To-morrow sharpened in his former might :
774|So , love , be thou , although to-day thou fill
775|Thy hungry eyes , even till they wink with fulness ,
776|To-morrow see again , and do not kill
777|The spirit of love , with a perpetual dulness .
778|Let this sad interim like the ocean be
779|Which parts the shore , where two contracted new
780|Come daily to the banks , that when they see
781|Return of love , more blest may be the view ;
782|Or call it winter , which being full of care ,
783|Makes summer 's welcome , thrice more wished , more rare .
784|Being your slave what should I do but tend ,
785|Upon the hours , and times of your desire ?
786|I have no precious time at all to spend ;
787|Nor services to do , till you require .
788|Nor dare I chide the world-without-end hour ,
789|Whilst I , my sovereign , watch the clock for you ,
790|Nor think the bitterness of absence sour ,
791|When you have bid your servant once adieu ;
792|Nor dare I question with my jealous thought
793|Where you may be , or your affairs suppose ,
794|But , like a sad slave , stay and think of nought
795|Save , where you are , how happy you make those .
796|So true a fool is love , that in your will ,
797|Though you do anything , he thinks no ill .
798|That god forbid , that made me first your slave ,
799|I should in thought control your times of pleasure ,
800|Or at your hand the account of hours to crave ,
801|Being your vassal , bound to stay your leisure !
802|O ! let me suffer , being at your beck ,
803|The imprison 'd absence of your liberty ;
804|And patience , tame to sufferance , bide each check ,
805|Without accusing you of injury .
806|Be where you list , your charter is so strong
807|That you yourself may privilage your time
808|To what you will ; to you it doth belong
809|Yourself to pardon of self-doing crime .
810|I am to wait , though waiting so be hell ,
811|Not blame your pleasure be it ill or well .
812|If there be nothing new , but that which is
813|Hath been before , how are our brains beguil 'd ,
814|Which labouring for invention bear amiss
815|The second burthen of a former child !
816|O ! that record could with a backward look ,
817|Even of five hundred courses of the sun ,
818|Show me your image in some antique book ,
819|Since mind at first in character was done !
820|That I might see what the old world could say
821|To this composed wonder of your frame ;
822|Wh ' r we are mended , or wh ' r better they ,
823|Or whether revolution be the same .
824|O ! sure I am the wits of former days ,
825|To subjects worse have given admiring praise .
826|Like as the waves make towards the pebbled shore ,
827|So do our minutes hasten to their end ;
828|Each changing place with that which goes before ,
829|In sequent toil all forwards do contend .
830|Nativity , once in the main of light ,
831|Crawls to maturity , wherewith being crown 'd ,
832|Crooked eclipses ` gainst his glory fight ,
833|And Time that gave doth now his gift confound .
834|Time doth transfix the flourish set on youth
835|And delves the parallels in beauty 's brow ,
836|Feeds on the rarities of nature 's truth ,
837|And nothing stands but for his scythe to mow :
838|And yet to times in hope , my verse shall stand .
839|Praising thy worth , despite his cruel hand .
840|Is it thy will , thy image should keep open
841|My heavy eyelids to the weary night ?
842|Dost thou desire my slumbers should be broken ,
843|While shadows like to thee do mock my sight ?
844|Is it thy spirit that thou send ` st from thee
845|So far from home into my deeds to pry ,
846|To find out shames and idle hours in me ,
847|The scope and tenure of thy jealousy ?
848|O , no ! thy love , though much , is not so great :
849|It is my love that keeps mine eye awake :
850|Mine own true love that doth my rest defeat ,
851|To play the watchman ever for thy sake :
852|For thee watch I , whilst thou dost wake elsewhere ,
853|From me far off , with others all too near .
854|Sin of self-love possesseth all mine eye
855|And all my soul , and all my every part ;
856|And for this sin there is no remedy ,
857|It is so grounded inward in my heart .
858|Methinks no face so gracious is as mine ,
859|No shape so true , no truth of such account ;
860|And for myself mine own worth do define ,
861|As I all other in all worths surmount .
862|But when my glass shows me myself indeed
863|Beated and chopp 'd with tanned antiquity ,
864|Mine own self-love quite contrary I read ;
865|Self so self-loving were iniquity .
866|` Tis thee , -- myself , -- that for myself I praise ,
867|Painting my age with beauty of thy days .
868|Against my love shall be as I am now ,
869|With Time 's injurious hand crush 'd and o'erworn ;
870|When hours have drain 'd his blood and fill 'd his brow
871|With lines and wrinkles ; when his youthful morn
872|Hath travell 'd on to age 's steepy night ;
873|And all those beauties whereof now he 's king
874|Are vanishing , or vanished out of sight ,
875|Stealing away the treasure of his spring ;
876|For such a time do I now fortify
877|Against confounding age 's cruel knife ,
878|That he shall never cut from memory
879|My sweet love 's beauty , though my lover 's life :
880|His beauty shall in these black lines be seen ,
881|And they shall live , and he in them still green .
882|When I have seen by Time 's fell hand defac 'd
883|The rich-proud cost of outworn buried age ;
884|When sometime lofty towers I see down-raz 'd ,
885|And brass eternal slave to mortal rage ;
886|When I have seen the hungry ocean gain
887|Advantage on the kingdom of the shore ,
888|And the firm soil win of the watery main ,
889|Increasing store with loss , and loss with store ;
890|When I have seen such interchange of state ,
891|Or state itself confounded , to decay ;
892|Ruin hath taught me thus to ruminate --
893|That Time will come and take my love away .
894|This thought is as a death which can not choose
895|But weep to have , that which it fears to lose .
896|Since brass , nor stone , nor earth , nor boundless sea ,
897|But sad mortality o'ersways their power ,
898|How with this rage shall beauty hold a plea ,
899|Whose action is no stronger than a flower ?
900|O ! how shall summer 's honey breath hold out ,
901|Against the wrackful siege of battering days ,
902|When rocks impregnable are not so stout ,
903|Nor gates of steel so strong but Time decays ?
904|O fearful meditation ! where , alack ,
905|Shall Time 's best jewel from Time 's chest lie hid ?
906|Or what strong hand can hold his swift foot back ?
907|Or who his spoil of beauty can forbid ?
908|O ! none , unless this miracle have might ,
909|That in black ink my love may still shine bright .
910|Tired with all these , for restful death I cry ,
911|As to behold desert a beggar born ,
912|And needy nothing trimm 'd in jollity ,
913|And purest faith unhappily forsworn ,
914|And gilded honour shamefully misplac 'd ,
915|And maiden virtue rudely strumpeted ,
916|And right perfection wrongfully disgrac 'd ,
917|And strength by limping sway disabled
918|And art made tongue-tied by authority ,
919|And folly -- doctor-like -- controlling skill ,
920|And simple truth miscall 'd simplicity ,
921|And captive good attending captain ill :
922|Tir 'd with all these , from these would I be gone ,
923|Save that , to die , I leave my love alone .
924|Ah ! wherefore with infection should he live ,
925|And with his presence grace impiety ,
926|That sin by him advantage should achieve ,
927|And lace itself with his society ?
928|Why should false painting imitate his cheek ,
929|And steel dead seeming of his living hue ?
930|Why should poor beauty indirectly seek
931|Roses of shadow , since his rose is true ?
932|Why should he live , now Nature bankrupt is ,
933|Beggar 'd of blood to blush through lively veins ?
934|For she hath no exchequer now but his ,
935|And proud of many , lives upon his gains .
936|O ! him she stores , to show what wealth she had
937|In days long since , before these last so bad .
938|Thus is his cheek the map of days outworn ,
939|When beauty lived and died as flowers do now ,
940|Before these bastard signs of fair were born ,
941|Or durst inhabit on a living brow ;
942|Before the golden tresses of the dead ,
943|The right of sepulchres , were shorn away ,
944|To live a second life on second head ;
945|Ere beauty 's dead fleece made another gay :
946|In him those holy antique hours are seen ,
947|Without all ornament , itself and true ,
948|Making no summer of another 's green ,
949|Robbing no old to dress his beauty new ;
950|And him as for a map doth Nature store ,
951|To show false Art what beauty was of yore .
952|Those parts of thee that the world 's eye doth view
953|Want nothing that the thought of hearts can mend ;
954|All tongues -- the voice of souls -- give thee that due ,
955|Uttering bare truth , even so as foes commend .
956|Thy outward thus with outward praise is crown 'd ;
957|But those same tongues , that give thee so thine own ,
958|In other accents do this praise confound
959|By seeing farther than the eye hath shown .
960|They look into the beauty of thy mind ,
961|And that in guess they measure by thy deeds ;
962|Then -- churls -- their thoughts , although their eyes were kind ,
963|To thy fair flower add the rank smell of weeds :
964|But why thy odour matcheth not thy show ,
965|The soil is this , that thou dost common grow .
966|That thou art blam 'd shall not be thy defect ,
967|For slander 's mark was ever yet the fair ;
968|The ornament of beauty is suspect ,
969|A crow that flies in heaven 's sweetest air .
970|So thou be good , slander doth but approve
971|Thy worth the greater being woo 'd of time ;
972|For canker vice the sweetest buds doth love ,
973|And thou present ` st a pure unstained prime .
974|Thou hast passed by the ambush of young days
975|Either not assail 'd , or victor being charg 'd ;
976|Yet this thy praise can not be so thy praise ,
977|To tie up envy , evermore enlarg 'd ,
978|If some suspect of ill mask 'd not thy show ,
979|Then thou alone kingdoms of hearts shouldst owe .
980|No longer mourn for me when I am dead
981|Than you shall hear the surly sullen bell
982|Give warning to the world that I am fled
983|From this vile world with vilest worms to dwell :
984|Nay , if you read this line , remember not
985|The hand that writ it , for I love you so ,
986|That I in your sweet thoughts would be forgot ,
987|If thinking on me then should make you woe .
988|O ! if , -- I say you look upon this verse ,
989|When I perhaps compounded am with clay ,
990|Do not so much as my poor name rehearse ;
991|But let your love even with my life decay ;
992|Lest the wise world should look into your moan ,
993|And mock you with me after I am gone .
994|O ! lest the world should task you to recite
995|What merit lived in me , that you should love
996|After my death , -- dear love , forget me quite ,
997|For you in me can nothing worthy prove ;
998|Unless you would devise some virtuous lie ,
999|To do more for me than mine own desert ,
1000|And hang more praise upon deceased I
1001|Than niggard truth would willingly impart :
1002|O ! lest your true love may seem false in this
1003|That you for love speak well of me untrue ,
1004|My name be buried where my body is ,
1005|And live no more to shame nor me nor you .
1006|For I am shamed by that which I bring forth ,
1007|And so should you , to love things nothing worth .
1008|That time of year thou mayst in me behold
1009|When yellow leaves , or none , or few , do hang
1010|Upon those boughs which shake against the cold ,
1011|Bare ruin 'd choirs , where late the sweet birds sang .
1012|In me thou see ` st the twilight of such day
1013|As after sunset fadeth in the west ;
1014|Which by and by black night doth take away ,
1015|Death 's second self , that seals up all in rest .
1016|In me thou see ` st the glowing of such fire ,
1017|That on the ashes of his youth doth lie ,
1018|As the death-bed , whereon it must expire ,
1019|Consum 'd with that which it was nourish 'd by .
1020|This thou perceiv ` st , which makes thy love more strong ,
1021|To love that well , which thou must leave ere long .
1022|But be contented : when that fell arrest
1023|Without all bail shall carry me away ,
1024|My life hath in this line some interest ,
1025|Which for memorial still with thee shall stay .
1026|When thou reviewest this , thou dost review
1027|The very part was consecrate to thee :
1028|The earth can have but earth , which is his due ;
1029|My spirit is thine , the better part of me :
1030|So then thou hast but lost the dregs of life ,
1031|The prey of worms , my body being dead ;
1032|The coward conquest of a wretch 's knife ,
1033|Too base of thee to be remembered .
1034|The worth of that is that which it contains ,
1035|And that is this , and this with thee remains .
1036|So are you to my thoughts as food to life ,
1037|Or as sweet-season 'd showers are to the ground ;
1038|And for the peace of you I hold such strife
1039|As ` twixt a miser and his wealth is found .
1040|Now proud as an enjoyer , and anon
1041|Doubting the filching age will steal his treasure ;
1042|Now counting best to be with you alone ,
1043|Then better 'd that the world may see my pleasure :
1044|Sometime all full with feasting on your sight ,
1045|And by and by clean starved for a look ;
1046|Possessing or pursuing no delight ,
1047|Save what is had , or must from you be took .
1048|Thus do I pine and surfeit day by day ,
1049|Or gluttoning on all , or all away .
1050|Why is my verse so barren of new pride ,
1051|So far from variation or quick change ?
1052|Why with the time do I not glance aside
1053|To new-found methods , and to compounds strange ?
1054|Why write I still all one , ever the same ,
1055|And keep invention in a noted weed ,
1056|That every word doth almost tell my name ,
1057|Showing their birth , and where they did proceed ?
1058|O ! know sweet love I always write of you ,
1059|And you and love are still my argument ;
1060|So all my best is dressing old words new ,
1061|Spending again what is already spent :
1062|For as the sun is daily new and old ,
1063|So is my love still telling what is told .
1064|Thy glass will show thee how thy beauties wear ,
1065|Thy dial how thy precious minutes waste ;
1066|These vacant leaves thy mind 's imprint will bear ,
1067|And of this book , this learning mayst thou taste .
1068|The wrinkles which thy glass will truly show
1069|Of mouthed graves will give thee memory ;
1070|Thou by thy dial 's shady stealth mayst know
1071|Time 's thievish progress to eternity .
1072|Look ! what thy memory can not contain ,
1073|Commit to these waste blanks , and thou shalt find
1074|Those children nursed , deliver 'd from thy brain ,
1075|To take a new acquaintance of thy mind .
1076|These offices , so oft as thou wilt look ,
1077|Shall profit thee and much enrich thy book .
1078|So oft have I invoked thee for my Muse ,
1079|And found such fair assistance in my verse
1080|As every alien pen hath got my use
1081|And under thee their poesy disperse .
1082|Thine eyes , that taught the dumb on high to sing
1083|And heavy ignorance aloft to fly ,
1084|Have added feathers to the learned 's wing
1085|And given grace a double majesty .
1086|Yet be most proud of that which I compile ,
1087|Whose influence is thine , and born of thee :
1088|In others ' works thou dost but mend the style ,
1089|And arts with thy sweet graces graced be ;
1090|But thou art all my art , and dost advance
1091|As high as learning , my rude ignorance .
1092|Whilst I alone did call upon thy aid ,
1093|My verse alone had all thy gentle grace ;
1094|But now my gracious numbers are decay 'd ,
1095|And my sick Muse doth give an other place .
1096|I grant , sweet love , thy lovely argument
1097|Deserves the travail of a worthier pen ;
1098|Yet what of thee thy poet doth invent
1099|He robs thee of , and pays it thee again .
1100|He lends thee virtue , and he stole that word
1101|From thy behaviour ; beauty doth he give ,
1102|And found it in thy cheek : he can afford
1103|No praise to thee , but what in thee doth live .
1104|Then thank him not for that which he doth say ,
1105|Since what he owes thee , thou thyself dost pay .
1106|O ! how I faint when I of you do write ,
1107|Knowing a better spirit doth use your name ,
1108|And in the praise thereof spends all his might ,
1109|To make me tongue-tied speaking of your fame !
1110|But since your worth -- wide as the ocean is , --
1111|The humble as the proudest sail doth bear ,
1112|My saucy bark , inferior far to his ,
1113|On your broad main doth wilfully appear .
1114|Your shallowest help will hold me up afloat ,
1115|Whilst he upon your soundless deep doth ride ;
1116|Or , being wrack 'd , I am a worthless boat ,
1117|He of tall building , and of goodly pride :
1118|Then if he thrive and I be cast away ,
1119|The worst was this , -- my love was my decay .
1120|Or I shall live your epitaph to make ,
1121|Or you survive when I in earth am rotten ;
1122|From hence your memory death can not take ,
1123|Although in me each part will be forgotten .
1124|Your name from hence immortal life shall have ,
1125|Though I , once gone , to all the world must die :
1126|The earth can yield me but a common grave ,
1127|When you entombed in men 's eyes shall lie .
1128|Your monument shall be my gentle verse ,
1129|Which eyes not yet created shall o'er-read ;
1130|And tongues to be , your being shall rehearse ,
1131|When all the breathers of this world are dead ;
1132|You still shall live , -- such virtue hath my pen , --
1133|Where breath most breathes , even in the mouths of men .
1134|I grant thou wert not married to my Muse ,
1135|And therefore mayst without attaint o'erlook
1136|The dedicated words which writers use
1137|Of their fair subject , blessing every book .
1138|Thou art as fair in knowledge as in hue ,
1139|Finding thy worth a limit past my praise ;
1140|And therefore art enforced to seek anew
1141|Some fresher stamp of the time-bettering days .
1142|And do so , love ; yet when they have devis 'd ,
1143|What strained touches rhetoric can lend ,
1144|Thou truly fair , wert truly sympathiz 'd
1145|In true plain words , by thy true-telling friend ;
1146|And their gross painting might be better us 'd
1147|Where cheeks need blood ; in thee it is abus 'd .
1148|I never saw that you did painting need ,
1149|And therefore to your fair no painting set ;
1150|I found , or thought I found , you did exceed
1151|That barren tender of a poet 's debt :
1152|And therefore have I slept in your report ,
1153|That you yourself , being extant , well might show
1154|How far a modern quill doth come too short ,
1155|Speaking of worth , what worth in you doth grow .
1156|This silence for my sin you did impute ,
1157|Which shall be most my glory being dumb ;
1158|For I impair not beauty being mute ,
1159|When others would give life , and bring a tomb .
1160|There lives more life in one of your fair eyes
1161|Than both your poets can in praise devise .
1162|Who is it that says most , which can say more ,
1163|Than this rich praise , -- that you alone , are you ?
1164|In whose confine immured is the store
1165|Which should example where your equal grew .
1166|Lean penury within that pen doth dwell
1167|That to his subject lends not some small glory ;
1168|But he that writes of you , if he can tell
1169|That you are you , so dignifies his story ,
1170|Let him but copy what in you is writ ,
1171|Not making worse what nature made so clear ,
1172|And such a counterpart shall fame his wit ,
1173|Making his style admired every where .
1174|You to your beauteous blessings add a curse ,
1175|Being fond on praise , which makes your praises worse .
1176|My tongue-tied Muse in manners holds her still ,
1177|While comments of your praise richly compil 'd ,
1178|Reserve their character with golden quill ,
1179|And precious phrase by all the Muses fil 'd .
1180|I think good thoughts , whilst others write good words ,
1181|And like unlettered clerk still cry ` Amen '
1182|To every hymn that able spirit affords ,
1183|In polish 'd form of well-refined pen .
1184|Hearing you praised , I say '' tis so , ` tis true , '
1185|And to the most of praise add something more ;
1186|But that is in my thought , whose love to you ,
1187|Though words come hindmost , holds his rank before .
1188|Then others , for the breath of words respect ,
1189|Me for my dumb thoughts , speaking in effect .
1190|Was it the proud full sail of his great verse ,
1191|Bound for the prize of all too precious you ,
1192|That did my ripe thoughts in my brain inhearse ,
1193|Making their tomb the womb wherein they grew ?
1194|Was it his spirit , by spirits taught to write ,
1195|Above a mortal pitch , that struck me dead ?
1196|No , neither he , nor his compeers by night
1197|Giving him aid , my verse astonished .
1198|He , nor that affable familiar ghost
1199|Which nightly gulls him with intelligence ,
1200|As victors of my silence can not boast ;
1201|I was not sick of any fear from thence :
1202|But when your countenance fill 'd up his line ,
1203|Then lacked I matter ; that enfeebled mine .
1204|Farewell ! thou art too dear for my possessing ,
1205|And like enough thou know ` st thy estimate ,
1206|The charter of thy worth gives thee releasing ;
1207|My bonds in thee are all determinate .
1208|For how do I hold thee but by thy granting ?
1209|And for that riches where is my deserving ?
1210|The cause of this fair gift in me is wanting ,
1211|And so my patent back again is swerving .
1212|Thy self thou gav ` st , thy own worth then not knowing ,
1213|Or me to whom thou gav ` st it , else mistaking ;
1214|So thy great gift , upon misprision growing ,
1215|Comes home again , on better judgement making .
1216|Thus have I had thee , as a dream doth flatter ,
1217|In sleep a king , but waking no such matter .
1218|When thou shalt be dispos 'd to set me light ,
1219|And place my merit in the eye of scorn ,
1220|Upon thy side , against myself I 'll fight ,
1221|And prove thee virtuous , though thou art forsworn .
1222|With mine own weakness , being best acquainted ,
1223|Upon thy part I can set down a story
1224|Of faults conceal 'd , wherein I am attainted ;
1225|That thou in losing me shalt win much glory :
1226|And I by this will be a gainer too ;
1227|For bending all my loving thoughts on thee ,
1228|The injuries that to myself I do ,
1229|Doing thee vantage , double-vantage me .
1230|Such is my love , to thee I so belong ,
1231|That for thy right , myself will bear all wrong .
1232|Say that thou didst forsake me for some fault ,
1233|And I will comment upon that offence :
1234|Speak of my lameness , and I straight will halt ,
1235|Against thy reasons making no defence .
1236|Thou canst not love disgrace me half so ill ,
1237|To set a form upon desired change ,
1238|As I 'll myself disgrace ; knowing thy will ,
1239|I will acquaintance strangle , and look strange ;
1240|Be absent from thy walks ; and in my tongue
1241|Thy sweet beloved name no more shall dwell ,
1242|Lest I , too much profane , should do it wrong ,
1243|And haply of our old acquaintance tell .
1244|For thee , against my self I 'll vow debate ,
1245|For I must ne'er love him whom thou dost hate .
1246|Then hate me when thou wilt ; if ever , now ;
1247|Now , while the world is bent my deeds to cross ,
1248|Join with the spite of fortune , make me bow ,
1249|And do not drop in for an after-loss :
1250|Ah ! do not , when my heart hath ` scap 'd this sorrow ,
1251|Come in the rearward of a conquer 'd woe ;
1252|Give not a windy night a rainy morrow ,
1253|To linger out a purpos 'd overthrow .
1254|If thou wilt leave me , do not leave me last ,
1255|When other petty griefs have done their spite ,
1256|But in the onset come : so shall I taste
1257|At first the very worst of fortune 's might ;
1258|And other strains of woe , which now seem woe ,
1259|Compar 'd with loss of thee , will not seem so .
1260|Some glory in their birth , some in their skill ,
1261|Some in their wealth , some in their body 's force ,
1262|Some in their garments though new-fangled ill ;
1263|Some in their hawks and hounds , some in their horse ;
1264|And every humour hath his adjunct pleasure ,
1265|Wherein it finds a joy above the rest :
1266|But these particulars are not my measure ,
1267|All these I better in one general best .
1268|Thy love is better than high birth to me ,
1269|Richer than wealth , prouder than garments ' costs ,
1270|Of more delight than hawks and horses be ;
1271|And having thee , of all men 's pride I boast :
1272|Wretched in this alone , that thou mayst take
1273|All this away , and me most wretchcd make .
1274|But do thy worst to steal thyself away ,
1275|For term of life thou art assured mine ;
1276|And life no longer than thy love will stay ,
1277|For it depends upon that love of thine .
1278|Then need I not to fear the worst of wrongs ,
1279|When in the least of them my life hath end .
1280|I see a better state to me belongs
1281|Than that which on thy humour doth depend :
1282|Thou canst not vex me with inconstant mind ,
1283|Since that my life on thy revolt doth lie .
1284|O ! what a happy title do I find ,
1285|Happy to have thy love , happy to die !
1286|But what 's so blessed-fair that fears no blot ?
1287|Thou mayst be false , and yet I know it not .
1288|So shall I live , supposing thou art true ,
1289|Like a deceived husband ; so love 's face
1290|May still seem love to me , though alter 'd new ;
1291|Thy looks with me , thy heart in other place :
1292|For there can live no hatred in thine eye ,
1293|Therefore in that I can not know thy change .
1294|In many 's looks , the false heart 's history
1295|Is writ in moods , and frowns , and wrinkles strange .
1296|But heaven in thy creation did decree
1297|That in thy face sweet love should ever dwell ;
1298|Whate'er thy thoughts , or thy heart 's workings be ,
1299|Thy looks should nothing thence , but sweetness tell .
1300|How like Eve 's apple doth thy beauty grow ,
1301|If thy sweet virtue answer not thy show !
1302|They that have power to hurt , and will do none ,
1303|That do not do the thing they most do show ,
1304|Who , moving others , are themselves as stone ,
1305|Unmoved , cold , and to temptation slow ;
1306|They rightly do inherit heaven 's graces ,
1307|And husband nature 's riches from expense ;
1308|They are the lords and owners of their faces ,
1309|Others , but stewards of their excellence .
1310|The summer 's flower is to the summer sweet ,
1311|Though to itself , it only live and die ,
1312|But if that flower with base infection meet ,
1313|The basest weed outbraves his dignity :
1314|For sweetest things turn sourest by their deeds ;
1315|Lilies that fester , smell far worse than weeds .
1316|How sweet and lovely dost thou make the shame
1317|Which , like a canker in the fragrant rose ,
1318|Doth spot the beauty of thy budding name !
1319|O ! in what sweets dost thou thy sins enclose .
1320|That tongue that tells the story of thy days ,
1321|Making lascivious comments on thy sport ,
1322|Can not dispraise , but in a kind of praise ;
1323|Naming thy name , blesses an ill report .
1324|O ! what a mansion have those vices got
1325|Which for their habitation chose out thee ,
1326|Where beauty 's veil doth cover every blot
1327|And all things turns to fair that eyes can see !
1328|Take heed , dear heart , of this large privilege ;
1329|The hardest knife ill-us 'd doth lose his edge .
1330|Some say thy fault is youth , some wantonness ;
1331|Some say thy grace is youth and gentle sport ;
1332|Both grace and faults are lov 'd of more and less :
1333|Thou mak ` st faults graces that to thee resort .
1334|As on the finger of a throned queen
1335|The basest jewel will be well esteem 'd ,
1336|So are those errors that in thee are seen
1337|To truths translated , and for true things deem 'd .
1338|How many lambs might the stern wolf betray ,
1339|If like a lamb he could his looks translate !
1340|How many gazers mightst thou lead away ,
1341|if thou wouldst use the strength of all thy state !
1342|But do not so ; I love thee in such sort ,
1343|As , thou being mine , mine is thy good report .
1344|How like a winter hath my absence been
1345|From thee , the pleasure of the fleeting year !
1346|What freezings have I felt , what dark days seen !
1347|What old December 's bareness everywhere !
1348|And yet this time removed was summer 's time ;
1349|The teeming autumn , big with rich increase ,
1350|Bearing the wanton burden of the prime ,
1351|Like widow 'd wombs after their lords ' decease :
1352|Yet this abundant issue seem 'd to me
1353|But hope of orphans , and unfather 'd fruit ;
1354|For summer and his pleasures wait on thee ,
1355|And , thou away , the very birds are mute :
1356|Or , if they sing , ` tis with so dull a cheer ,
1357|That leaves look pale , dreading the winter 's near .
1358|From you have I been absent in the spring ,
1359|When proud-pied April , dress 'd in all his trim ,
1360|Hath put a spirit of youth in every thing ,
1361|That heavy Saturn laugh 'd and leap 'd with him .
1362|Yet nor the lays of birds , nor the sweet smell
1363|Of different flowers in odour and in hue ,
1364|Could make me any summer 's story tell ,
1365|Or from their proud lap pluck them where they grew :
1366|Nor did I wonder at the lily 's white ,
1367|Nor praise the deep vermilion in the rose ;
1368|They were but sweet , but figures of delight ,
1369|Drawn after you , you pattern of all those .
1370|Yet seem 'd it winter still , and you away ,
1371|As with your shadow I with these did play .
1372|The forward violet thus did I chide :
1373|Sweet thief , whence didst thou steal thy sweet that smells ,
1374|If not from my love 's breath ? The purple pride
1375|Which on thy soft cheek for complexion dwells
1376|In my love 's veins thou hast too grossly dy 'd .
1377|The lily I condemned for thy hand ,
1378|And buds of marjoram had stol 'n thy hair ;
1379|The roses fearfully on thorns did stand ,
1380|One blushing shame , another white despair ;
1381|A third , nor red nor white , had stol 'n of both ,
1382|And to his robbery had annex 'd thy breath ;
1383|But , for his theft , in pride of all his growth
1384|A vengeful canker eat him up to death .
1385|More flowers I noted , yet I none could see ,
1386|But sweet , or colour it had stol 'n from thee .
1387|Where art thou Muse that thou forget ` st so long ,
1388|To speak of that which gives thee all thy might ?
1389|Spend ` st thou thy fury on some worthless song ,
1390|Darkening thy power to lend base subjects light ?
1391|Return forgetful Muse , and straight redeem ,
1392|In gentle numbers time so idly spent ;
1393|Sing to the ear that doth thy lays esteem
1394|And gives thy pen both skill and argument .
1395|Rise , resty Muse , my love 's sweet face survey ,
1396|If Time have any wrinkle graven there ;
1397|If any , be a satire to decay ,
1398|And make time 's spoils despised every where .
1399|Give my love fame faster than Time wastes life ,
1400|So thou prevent ` st his scythe and crooked knife .
1401|O truant Muse what shall be thy amends
1402|For thy neglect of truth in beauty dy 'd ?
1403|Both truth and beauty on my love depends ;
1404|So dost thou too , and therein dignified .
1405|Make answer Muse : wilt thou not haply say ,
1406|` Truth needs no colour , with his colour fix 'd ;
1407|Beauty no pencil , beauty 's truth to lay ;
1408|But best is best , if never intermix 'd ' ?
1409|Because he needs no praise , wilt thou be dumb ?
1410|Excuse not silence so , for ' t lies in thee
1411|To make him much outlive a gilded tomb
1412|And to be prais 'd of ages yet to be .
1413|Then do thy office , Muse ; I teach thee how
1414|To make him seem long hence as he shows now .
1415|My love is strengthen 'd , though more weak in seeming ;
1416|I love not less , though less the show appear ;
1417|That love is merchandiz 'd , whose rich esteeming ,
1418|The owner 's tongue doth publish every where .
1419|Our love was new , and then but in the spring ,
1420|When I was wont to greet it with my lays ;
1421|As Philomel in summer 's front doth sing ,
1422|And stops her pipe in growth of riper days :
1423|Not that the summer is less pleasant now
1424|Than when her mournful hymns did hush the night ,
1425|But that wild music burthens every bough ,
1426|And sweets grown common lose their dear delight .
1427|Therefore like her , I sometime hold my tongue :
1428|Because I would not dull you with my song .
1429|Alack ! what poverty my Muse brings forth ,
1430|That having such a scope to show her pride ,
1431|The argument , all bare , is of more worth
1432|Than when it hath my added praise beside !
1433|O ! blame me not , if I no more can write !
1434|Look in your glass , and there appears a face
1435|That over-goes my blunt invention quite ,
1436|Dulling my lines , and doing me disgrace .
1437|Were it not sinful then , striving to mend ,
1438|To mar the subject that before was well ?
1439|For to no other pass my verses tend
1440|Than of your graces and your gifts to tell ;
1441|And more , much more , than in my verse can sit ,
1442|Your own glass shows you when you look in it .
1443|To me , fair friend , you never can be old ,
1444|For as you were when first your eye I ey 'd ,
1445|Such seems your beauty still . Three winters cold ,
1446|Have from the forests shook three summers ' pride ,
1447|Three beauteous springs to yellow autumn turn 'd ,
1448|In process of the seasons have I seen ,
1449|Three April perfumes in three hot Junes burn 'd ,
1450|Since first I saw you fresh , which yet are green .
1451|Ah ! yet doth beauty like a dial-hand ,
1452|Steal from his figure , and no pace perceiv 'd ;
1453|So your sweet hue , which methinks still doth stand ,
1454|Hath motion , and mine eye may be deceiv 'd :
